trial_name,trial_id,controller_name,time,step_count,absolute_mechanical_work,active_contact_count,base_acceleration_magnitude,completion_time,forward_progress,grasp_full_wrench_rank,grasp_isotropy,lateral_drift_abs,maximum_friction_ratio,maximum_joint_limit_utilisation,maximum_leg_effort_utilisation,minimum_grasp_singular_value,normal_drift_abs,normalised_load_share_entropy,rung_advancement,slipping_contact_count,successful_regrasp_count,task_success
gait_trial_1,1,gait,1.9600000000,980,406.5018898106,0,1.0695120738,,3.6384320712,False,0.0000000000,3.2361328081,0.0000000000,0.5296996221,0.0495918716,0.0000000000,0.8882925581,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9620000000,981,406.5060323535,0,1.0670377329,,3.6424543121,False,0.0000000000,3.2394741743,0.0000000000,0.5298302740,0.0491672939,0.0000000000,0.8890167378,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9640000000,982,406.5100420173,0,1.0648858033,,3.6464737347,False,0.0000000000,3.2428154012,0.0000000000,0.5299579001,0.0487429555,0.0000000000,0.8897370566,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9660000000,983,406.5140261254,0,1.0626925848,,3.6504902954,False,0.0000000000,3.2461564692,0.0000000000,0.5300824989,0.0483181781,0.0000000000,0.8904535534,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9680000000,984,406.5179245347,0,1.0607229368,,3.6545039504,False,0.0000000000,3.2494973582,0.0000000000,0.5302040673,0.0478927823,0.0000000000,0.8911662672,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9700000000,985,406.5217645211,0,1.0581818659,,3.6585146588,False,0.0000000000,3.2528380487,0.0000000000,0.5303226022,0.0474669546,0.0000000000,0.8918752396,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9720000000,986,406.5254991378,0,1.0561741958,,3.6625223781,False,0.0000000000,3.2561785208,0.0000000000,0.5304380944,0.0470406983,0.0000000000,0.8925805108,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9740000000,987,406.5293407047,0,1.0536736572,,3.6665270677,False,0.0000000000,3.2595187558,0.0000000000,0.5305505397,0.0466147475,0.0000000000,0.8932821231,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9760000000,988,406.5333035583,0,1.0514385116,,3.6705286873,False,0.0000000000,3.2628587345,0.0000000000,0.5306599350,0.0461886049,0.0000000000,0.8939801186,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9780000000,989,406.5372022286,0,1.0494005221,,3.6745271961,False,0.0000000000,3.2661984374,0.0000000000,0.5307662693,0.0457621470,0.0000000000,0.8946745392,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9800000000,990,406.5407919801,0,1.0472007608,,3.6785225542,False,0.0000000000,3.2695378461,0.0000000000,0.5308695372,0.0453363217,0.0000000000,0.8953654278,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9820000000,991,406.5443080531,0,1.0447159151,,3.6825147236,False,0.0000000000,3.2728769422,0.0000000000,0.5309697360,0.0449106049,0.0000000000,0.8960528289,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9840000000,992,406.5479366906,0,1.0424264801,,3.6865036664,False,0.0000000000,3.2762157069,0.0000000000,0.5310668674,0.0444846805,0.0000000000,0.8967367866,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9860000000,993,406.5515372931,0,1.0400563921,,3.6904893461,False,0.0000000000,3.2795541213,0.0000000000,0.5311609270,0.0440580782,0.0000000000,0.8974173459,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9880000000,994,406.5552231449,0,1.0377766911,,3.6944717262,False,0.0000000000,3.2828921669,0.0000000000,0.5312519122,0.0436314629,0.0000000000,0.8980945521,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9900000000,995,406.5587883580,0,1.0357040458,,3.6984507699,False,0.0000000000,3.2862298250,0.0000000000,0.5313398179,0.0432046773,0.0000000000,0.8987684501,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9920000000,996,406.5623160525,0,1.0334310455,,3.7024264418,False,0.0000000000,3.2895670775,0.0000000000,0.5314246350,0.0427780417,0.0000000000,0.8994390860,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9940000000,997,406.5657174118,0,1.0312366168,,3.7063987066,False,0.0000000000,3.2929039069,0.0000000000,0.5315063595,0.0423520419,0.0000000000,0.9001065062,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9960000000,998,406.5689646202,0,1.0287566403,,3.7103675307,False,0.0000000000,3.2962402956,0.0000000000,0.5315849900,0.0419261984,0.0000000000,0.9007707581,0.0000000000,0,0,0,False
gait_trial_1,1,gait,1.9980000000,999,406.5723664958,0,1.0264735579,,3.7143328810,False,0.0000000000,3.2995762260,0.0000000000,0.5316605292,0.0415002244,0.0000000000,0.9014318892,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0000000000,1000,406.5756972825,0,1.0241096352,,3.7182947256,False,0.0000000000,3.3029116799,0.0000000000,0.5317329735,0.0410736694,0.0000000000,0.9020899476,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0020000000,1001,406.5791182888,0,1.0218317504,,3.7222530327,False,0.0000000000,3.3062466400,0.0000000000,0.5318023197,0.0406472225,0.0000000000,0.9027449815,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0040000000,1002,406.5826727089,0,1.0195634394,,3.7262077708,False,0.0000000000,3.3095810889,0.0000000000,0.5318685658,0.0402209069,0.0000000000,0.9033970394,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0060000000,1003,406.5860813503,0,1.0174974384,,3.7301589087,False,0.0000000000,3.3129150092,0.0000000000,0.5319317075,0.0397945699,0.0000000000,0.9040461699,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0080000000,1004,406.5894860482,0,1.0152228334,,3.7341064164,False,0.0000000000,3.3162483840,0.0000000000,0.5319917362,0.0393685292,0.0000000000,0.9046924223,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0100000000,1005,406.5926735910,0,1.0131934153,,3.7380502634,False,0.0000000000,3.3195811975,0.0000000000,0.5320486498,0.0389433627,0.0000000000,0.9053358456,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0120000000,1006,406.5957178294,0,1.0110867766,,3.7419904212,False,0.0000000000,3.3229134339,0.0000000000,0.5321024500,0.0385183546,0.0000000000,0.9059764892,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0140000000,1007,406.5988723348,0,1.0091741200,,3.7459268616,False,0.0000000000,3.3262450775,0.0000000000,0.5321531857,0.0380931182,0.0000000000,0.9066144024,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0160000000,1008,406.6020102502,0,1.0065898932,,3.7498595593,False,0.0000000000,3.3295761114,0.0000000000,0.5322009205,0.0376621111,0.0000000000,0.9072496366,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0180000000,1009,406.6052473843,0,1.0032789505,,3.7537884914,False,0.0000000000,3.3329065185,0.0000000000,0.5322456904,0.0372230446,0.0000000000,0.9078822458,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0200000000,1010,406.6083769841,0,1.0003870850,,3.7577136337,False,0.0000000000,3.3362362818,0.0000000000,0.5322875075,0.0367785469,0.0000000000,0.9085122830,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0220000000,1011,406.6114890889,0,0.9973591047,,3.7616349631,False,0.0000000000,3.3395653844,0.0000000000,0.5323263659,0.0363310151,0.0000000000,0.9091398019,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0240000000,1012,406.6145093846,0,0.9945737023,,3.7655524555,False,0.0000000000,3.3428938105,0.0000000000,0.5323622499,0.0358824488,0.0000000000,0.9097648560,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0260000000,1013,406.6173580657,0,0.9915346033,,3.7694660885,False,0.0000000000,3.3462215440,0.0000000000,0.5323951245,0.0359526842,0.0000000000,0.9103875000,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0280000000,1014,406.6202754047,0,0.9888826959,,3.7733758344,False,0.0000000000,3.3495485658,0.0000000000,0.5324249545,0.0363815881,0.0000000000,0.9110077890,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0300000000,1015,406.6233401482,0,0.9863790509,,3.7772816667,False,0.0000000000,3.3528748584,0.0000000000,0.5324517055,0.0368080498,0.0000000000,0.9116257782,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0320000000,1016,406.6263544879,0,0.9840002292,,3.7811835595,False,0.0000000000,3.3562004056,0.0000000000,0.5324753474,0.0372316139,0.0000000000,0.9122415224,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0340000000,1017,406.6294977375,0,0.9813918286,,3.7850814892,False,0.0000000000,3.3595251902,0.0000000000,0.5324958278,0.0376521395,0.0000000000,0.9128550774,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0360000000,1018,406.6324997140,0,0.9792161372,,3.7889754268,False,0.0000000000,3.3628491951,0.0000000000,0.5325132741,0.0380666587,0.0000000000,0.9134664996,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0380000000,1019,406.6352645252,0,0.9773943890,,3.7928653527,False,0.0000000000,3.3661724085,0.0000000000,0.5325281947,0.0385228737,0.0000000000,0.9140758408,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0400000000,1020,406.6380561331,0,0.9759461265,,3.7967512559,False,0.0000000000,3.3694948214,0.0000000000,0.5325410024,0.0390369091,0.0000000000,0.9146831496,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0420000000,1021,406.6407860040,0,0.9739807431,,3.8006331273,False,0.0000000000,3.3728164242,0.0000000000,0.5325520320,0.0396034213,0.0000000000,0.9152884760,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0440000000,1022,406.6436219881,0,0.9723835073,,3.8045109538,False,0.0000000000,3.3761372065,0.0000000000,0.5325615548,0.0402179528,0.0000000000,0.9158918703,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0460000000,1023,406.6466126078,0,0.9706896251,,3.8083847225,False,0.0000000000,3.3794571577,0.0000000000,0.5325697899,0.0408768621,0.0000000000,0.9164933836,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0480000000,1024,406.6495272644,0,0.9690403374,,3.8122544187,False,0.0000000000,3.3827762674,0.0000000000,0.5325769135,0.0415771424,0.0000000000,0.9170930677,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0500000000,1025,406.6525962436,0,0.9670467106,,3.8161200310,False,0.0000000000,3.3860945237,0.0000000000,0.5325830672,0.0423163089,0.0000000000,0.9176909751,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0520000000,1026,406.6553543672,0,0.9655370140,,3.8199815436,False,0.0000000000,3.3894119153,0.0000000000,0.5325883641,0.0430922657,0.0000000000,0.9182871586,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0540000000,1027,406.6580621660,0,0.9633864757,,3.8238389459,False,0.0000000000,3.3927284304,0.0000000000,0.5325928944,0.0439033327,0.0000000000,0.9188816717,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0560000000,1028,406.6608925307,0,0.9613529805,,3.8276922259,False,0.0000000000,3.3960440578,0.0000000000,0.5325967298,0.0447480708,0.0000000000,0.9194745683,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0580000000,1029,406.6635438610,0,0.9591495821,,3.8315413725,False,0.0000000000,3.3993587873,0.0000000000,0.5325999260,0.0456253021,0.0000000000,0.9200659028,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0600000000,1030,406.6662615747,0,0.9570931626,,3.8353863748,False,0.0000000000,3.4026726076,0.0000000000,0.5326025254,0.0465339765,0.0000000000,0.9206557295,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0620000000,1031,406.6690355717,0,0.9548898499,,3.8392272234,False,0.0000000000,3.4059855070,0.0000000000,0.5326045609,0.0474732318,0.0000000000,0.9212441032,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0640000000,1032,406.6719392043,0,0.9528124375,,3.8430639084,False,0.0000000000,3.4092974743,0.0000000000,0.5326060564,0.0484423289,0.0000000000,0.9218310790,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0660000000,1033,406.6747474996,0,0.9509795667,,3.8468964188,False,0.0000000000,3.4126084982,0.0000000000,0.5326070294,0.0494406047,0.0000000000,0.9224167118,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0680000000,1034,406.6775745232,0,0.9488095889,,3.8507247460,False,0.0000000000,3.4159185681,0.0000000000,0.5326074921,0.0504675435,0.0000000000,0.9230010571,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0700000000,1035,406.6803251951,0,0.9467517971,,3.8545488809,False,0.0000000000,3.4192276741,0.0000000000,0.5326074521,0.0515226608,0.0000000000,0.9235841706,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0720000000,1036,406.6828922026,0,0.9442760167,,3.8583688182,False,0.0000000000,3.4225358063,0.0000000000,0.5326069129,0.0526055591,0.0000000000,0.9241661077,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0740000000,1037,406.6856361961,0,0.9421168378,,3.8621845513,False,0.0000000000,3.4258429546,0.0000000000,0.5326058745,0.0537158206,0.0000000000,0.9247469244,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0760000000,1038,406.6883419056,0,0.9398280209,,3.8659960754,False,0.0000000000,3.4291491082,0.0000000000,0.5326043350,0.0548531011,0.0000000000,0.9253266763,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0780000000,1039,406.6911706385,0,0.9376076183,,3.8698033846,False,0.0000000000,3.4324542570,0.0000000000,0.5326019124,0.0560087992,0.0000000000,0.9259054201,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0800000000,1040,406.6941782378,0,0.9340149313,,3.8736064692,False,0.0000000000,3.4357583876,0.0000000000,0.5325976623,0.0570909010,0.0000000000,0.9264832214,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0820000000,1041,406.6970734618,0,0.9320195819,,3.8774053118,False,0.0000000000,3.4390614869,0.0000000000,0.5325905957,0.0580909440,0.0000000000,0.9270601448,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0840000000,1042,406.7000179834,0,0.9334112992,,3.8811998855,False,0.0000000000,3.4423635473,0.0000000000,0.5325800385,0.0589904075,0.0000000000,0.9276362480,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0860000000,1043,406.7028094546,0,0.9330098205,,3.8849901732,False,0.0000000000,3.4456645611,0.0000000000,0.5325655897,0.0598155978,0.0000000000,0.9282115901,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0880000000,1044,406.7054870967,0,0.9309692563,,3.8887761760,False,0.0000000000,3.4489645209,0.0000000000,0.5325469932,0.0605896374,0.0000000000,0.9287862262,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0900000000,1045,406.7083503524,0,0.9285602297,,3.8925578997,False,0.0000000000,3.4522634193,0.0000000000,0.5325240726,0.0613247055,0.0000000000,0.9293602097,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0920000000,1046,406.7112337272,0,0.9257075954,,3.8963353519,False,0.0000000000,3.4555612478,0.0000000000,0.5324966984,0.0620278042,0.0000000000,0.9299335952,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0940000000,1047,406.7142795197,0,0.9228129199,,3.9001085399,False,0.0000000000,3.4588579984,0.0000000000,0.5324647815,0.0627032954,0.0000000000,0.9305064376,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0960000000,1048,406.7172787864,0,0.9201045497,,3.9038774699,False,0.0000000000,3.4621536629,0.0000000000,0.5324282580,0.0633541450,0.0000000000,0.9310787921,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.0980000000,1049,406.7203212778,0,0.9170906812,,3.9076421490,False,0.0000000000,3.4654482334,0.0000000000,0.5323870807,0.0639829574,0.0000000000,0.9316507144,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1000000000,1050,406.7232870215,0,0.9139611754,,3.9114025848,False,0.0000000000,3.4687417031,0.0000000000,0.5323412295,0.0645914808,0.0000000000,0.9322222607,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1020000000,1051,406.7263081141,0,0.9110612352,,3.9151587843,False,0.0000000000,3.4720340642,0.0000000000,0.5322907045,0.0651810933,0.0000000000,0.9327934868,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1040000000,1052,406.7293045905,0,0.9083697880,,3.9189107550,False,0.0000000000,3.4753253086,0.0000000000,0.5322355053,0.0657530943,0.0000000000,0.9333644486,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1060000000,1053,406.7324825368,0,0.9053056278,,3.9226585053,False,0.0000000000,3.4786154294,0.0000000000,0.5321756428,0.0663088835,0.0000000000,0.9339352020,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1080000000,1054,406.7355140152,0,0.9029573960,,3.9264020410,False,0.0000000000,3.4819044203,0.0000000000,0.5321111372,0.0668487109,0.0000000000,0.9345058030,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1100000000,1055,406.7386988461,0,0.8999870027,,3.9301413713,False,0.0000000000,3.4851922749,0.0000000000,0.5320420239,0.0673742251,0.0000000000,0.9350763073,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1120000000,1056,406.7419369742,0,0.8972716661,,3.9338765053,False,0.0000000000,3.4884789864,0.0000000000,0.5319683390,0.0678862513,0.0000000000,0.9356467705,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1140000000,1057,406.7451579713,0,0.8949744848,,3.9376074510,False,0.0000000000,3.4917645486,0.0000000000,0.5318901186,0.0683852204,0.0000000000,0.9362172478,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1160000000,1058,406.7485598624,0,0.8921603730,,3.9413342184,False,0.0000000000,3.4950489563,0.0000000000,0.5318074044,0.0688724039,0.0000000000,0.9367877947,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1180000000,1059,406.7517874610,0,0.8900390530,,3.9450568156,False,0.0000000000,3.4983322045,0.0000000000,0.5317202468,0.0693478006,0.0000000000,0.9373584662,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1200000000,1060,406.7551686989,0,0.8871750671,,3.9487752548,False,0.0000000000,3.5016142878,0.0000000000,0.5316286915,0.0698130621,0.0000000000,0.9379293171,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1220000000,1061,406.7585821917,0,0.8848603360,,3.9524895458,False,0.0000000000,3.5048952022,0.0000000000,0.5315327989,0.0702681398,0.0000000000,0.9385004022,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1240000000,1062,406.7619728505,0,0.8826067157,,3.9561997002,False,0.0000000000,3.5081749423,0.0000000000,0.5314326162,0.0707139017,0.0000000000,0.9390717757,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1260000000,1063,406.7653203590,0,0.8802856605,,3.9599057289,False,0.0000000000,3.5114535046,0.0000000000,0.5313282013,0.0711508087,0.0000000000,0.9396434920,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1280000000,1064,406.7687667307,0,0.8775173694,,3.9636076467,False,0.0000000000,3.5147308849,0.0000000000,0.5312196098,0.0715800365,0.0000000000,0.9402156048,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1300000000,1065,406.7723981146,0,0.8751855164,,3.9673054668,False,0.0000000000,3.5180070798,0.0000000000,0.5311068977,0.0720016148,0.0000000000,0.9407881676,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1320000000,1066,406.7762351570,0,0.8728637224,,3.9709992029,False,0.0000000000,3.5212820861,0.0000000000,0.5309901159,0.0724160370,0.0000000000,0.9413612339,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1340000000,1067,406.7800379241,0,0.8706459028,,3.9746888686,False,0.0000000000,3.5245559012,0.0000000000,0.5308693232,0.0728235364,0.0000000000,0.9419348567,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1360000000,1068,406.7836451735,0,0.8685760234,,3.9783744780,False,0.0000000000,3.5278285222,0.0000000000,0.5307445737,0.0732245403,0.0000000000,0.9425090892,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1380000000,1069,406.7873791790,0,0.8662116453,,3.9820560471,False,0.0000000000,3.5310999465,0.0000000000,0.5306159257,0.0736197454,0.0000000000,0.9430839839,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1400000000,1070,406.7910799937,0,0.8637635332,,3.9857335930,False,0.0000000000,3.5343701714,0.0000000000,0.5304834284,0.0740097249,0.0000000000,0.9436595929,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1420000000,1071,406.7947909449,0,0.8611813911,,3.9894071338,False,0.0000000000,3.5376391952,0.0000000000,0.5303471341,0.0743948034,0.0000000000,0.9442359680,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1440000000,1072,406.7986719243,0,0.8589074633,,3.9930766871,False,0.0000000000,3.5409070164,0.0000000000,0.5302070933,0.0747749793,0.0000000000,0.9448131609,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1460000000,1073,406.8027871716,0,0.8566338522,,3.9967422709,False,0.0000000000,3.5441736336,0.0000000000,0.5300633574,0.0751505459,0.0000000000,0.9453912228,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1480000000,1074,406.8071389322,0,0.8539477025,,4.0004039059,False,0.0000000000,3.5474390445,0.0000000000,0.5299159743,0.0755220717,0.0000000000,0.9459702055,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1500000000,1075,406.8111094782,0,0.8512276650,,4.0040616131,False,0.0000000000,3.5507032465,0.0000000000,0.5297649826,0.0758895027,0.0000000000,0.9465501619,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1520000000,1076,406.8149757172,0,0.8476765246,,4.0077154172,False,0.0000000000,3.5539662369,0.0000000000,0.5296104159,0.0762522746,0.0000000000,0.9471311445,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1540000000,1077,406.8190217761,0,0.8440035615,,4.0113653436,False,0.0000000000,3.5572280144,0.0000000000,0.5294523169,0.0766105744,0.0000000000,0.9477132050,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1560000000,1078,406.8231020699,0,0.8409831759,,4.0150114165,False,0.0000000000,3.5604885773,0.0000000000,0.5292907234,0.0769647409,0.0000000000,0.9482963942,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1580000000,1079,406.8273570311,0,0.8383374131,,4.0186536587,False,0.0000000000,3.5637479251,0.0000000000,0.5291256755,0.0773151081,0.0000000000,0.9488807624,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1600000000,1080,406.8315819992,0,0.8361159790,,4.0222920921,False,0.0000000000,3.5670060577,0.0000000000,0.5289572107,0.0776617681,0.0000000000,0.9494663595,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1620000000,1081,406.8358907115,0,0.8337964007,,4.0259267393,False,0.0000000000,3.5702629756,0.0000000000,0.5287853625,0.0780053915,0.0000000000,0.9500532346,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1640000000,1082,406.8401867683,0,0.8316055727,,4.0295576231,False,0.0000000000,3.5735186803,0.0000000000,0.5286101685,0.0783459980,0.0000000000,0.9506414365,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1660000000,1083,406.8443334589,0,0.8291920328,,4.0331847677,False,0.0000000000,3.5767731732,0.0000000000,0.5284316680,0.0786841904,0.0000000000,0.9512310130,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1680000000,1084,406.8487175973,0,0.8270271508,,4.0368081976,False,0.0000000000,3.5800264558,0.0000000000,0.5282499028,0.0790198096,0.0000000000,0.9518220113,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1700000000,1085,406.8530829600,0,0.8248248273,,4.0404279380,False,0.0000000000,3.5832785294,0.0000000000,0.5280649073,0.0793532528,0.0000000000,0.9524144779,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1720000000,1086,406.8576132284,0,0.8226820574,,4.0440440143,False,0.0000000000,3.5865293961,0.0000000000,0.5278767145,0.0796845189,0.0000000000,0.9530084592,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1740000000,1087,406.8623940084,0,0.8205483466,,4.0476564523,False,0.0000000000,3.5897790581,0.0000000000,0.5276853573,0.0800136705,0.0000000000,0.9536040011,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1760000000,1088,406.8670851371,0,0.8186296550,,4.0512652775,False,0.0000000000,3.5930275177,0.0000000000,0.5274908646,0.0803404993,0.0000000000,0.9542011495,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1780000000,1089,406.8718512895,0,0.8164768667,,4.0548705168,False,0.0000000000,3.5962747779,0.0000000000,0.5272932603,0.0806654197,0.0000000000,0.9547999496,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1800000000,1090,406.8764720005,0,0.8143636892,,4.0584721971,False,0.0000000000,3.5995208421,0.0000000000,0.5270925714,0.0809882350,0.0000000000,0.9554004463,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1820000000,1091,406.8809911897,0,0.8119766656,,4.0620703472,False,0.0000000000,3.6027657140,0.0000000000,0.5268888262,0.0813093627,0.0000000000,0.9560026836,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1840000000,1092,406.8857198225,0,0.8098053645,,4.0656649958,False,0.0000000000,3.6060093969,0.0000000000,0.5266820511,0.0816284884,0.0000000000,0.9566067051,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1860000000,1093,406.8907176233,0,0.8076324990,,4.0692561720,False,0.0000000000,3.6092518946,0.0000000000,0.5264722755,0.0819456885,0.0000000000,0.9572125541,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1880000000,1094,406.8956283151,0,0.8054032334,,4.0728439060,False,0.0000000000,3.6124932103,0.0000000000,0.5262595227,0.0822611960,0.0000000000,0.9578202730,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1900000000,1095,406.9003960812,0,0.8034302745,,4.0764282270,False,0.0000000000,3.6157333480,0.0000000000,0.5260438124,0.0825746198,0.0000000000,0.9584299046,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1920000000,1096,406.9052137036,0,0.8012277042,,4.0800091656,False,0.0000000000,3.6189723120,0.0000000000,0.5258251642,0.0828862905,0.0000000000,0.9590414910,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1940000000,1097,406.9102782680,0,0.7990148091,,4.0835867529,False,0.0000000000,3.6222101069,0.0000000000,0.5256035955,0.0831961381,0.0000000000,0.9596550738,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1960000000,1098,406.9154160193,0,0.7965808895,,4.0871610212,False,0.0000000000,3.6254467379,0.0000000000,0.5253791259,0.0835043844,0.0000000000,0.9602706937,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.1980000000,1099,406.9207552290,0,0.7943738463,,4.0907320024,False,0.0000000000,3.6286822100,0.0000000000,0.5251517694,0.0838106303,0.0000000000,0.9608883912,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.2000000000,1100,406.9259286377,0,0.7922222911,,4.0942997284,False,0.0000000000,3.6319165289,0.0000000000,0.5249215453,0.0841147129,0.0000000000,0.9615082071,0.0000000000,0,0,0,False
gait_trial_1,1,gait,2.2020000000,1101,406.9311156665,0,0.7900268219,,4.0978642320,False,0.0000000000,3.6351497001,0.0000000000,0.5246884714,0.0844167889,0.0000000000,0.9621301810,0.0000000000,0,0,0,False
